timestamp,voltage,current,power_factor
2024-01-15T00:16:20,230.0,10.2,0.95
2024-01-15T00:16:30,229.9,10.26,0.95
2024-01-15T00:16:40,230.0,10.65,0.95
2024-01-15T00:16:50,230.0,10.62,0.95
2024-01-15T00:17:00,230.0,10.6,0.95
2024-01-15T00:17:10,230.1,10.13,0.95
2024-01-15T00:17:20,230.0,10.2,0.95
2024-01-15T00:17:30,230.0,10.26,0.95
2024-01-15T00:17:40,230.0,9.84,0.95
2024-01-15T00:17:50,230.0,9.97,0.95
2024-01-15T00:18:00,230.0,9.85,0.95
2024-01-15T00:18:10,230.0,9.98,0.95
2024-01-15T00:18:20,230.4,10.08,0.95
2024-01-15T00:18:30,230.0,10.16,0.95
2024-01-15T00:18:40,229.9,10.23,0.95
2024-01-15T00:18:50,230.0,10.28,0.95
2024-01-15T00:19:00,230.0,9.92,0.95
2024-01-15T00:19:10,230.0,10.04,0.95
2024-01-15T00:19:20,229.9,10.13,0.95
2024-01-15T00:19:30,230.0,10.46,0.95
2024-01-15T00:19:40,230.0,10.47,0.95
2024-01-15T00:19:50,230.0,10.48,0.95
2024-01-15T00:20:00,230.0,10.19,0.95
2024-01-15T00:20:10,230.0,10.25,0.95
2024-01-15T00:20:20,230.0,10.3,0.95
2024-01-15T00:20:30,230.0,10.34,0.95
2024-01-15T00:20:40,229.9,10.79,0.95
2024-01-15T00:20:50,229.3,10.6,0.95
2024-01-15T00:21:00,230.0,10.58,0.95
2024-01-15T00:21:10,230.0,10.56,0.95
2024-01-15T00:21:20,230.0,11.05,0.95
2024-01-15T00:21:30,230.0,10.94,0.95
2024-01-15T00:21:40,230.0,10.85,0.95
2024-01-15T00:21:50,229.1,10.78,0.95
2024-01-15T00:22:00,230.0,10.72,0.95
2024-01-15T00:22:10,230.0,10.52,0.95
2024-01-15T00:22:20,230.0,10.99,0.95
2024-01-15T00:22:30,230.0,10.89,0.95
2024-01-15T00:22:40,230.0,10.81,0.95
2024-01-15T00:22:50,230.0,10.75,0.95
2024-01-15T00:23:00,230.0,10.7,0.95
2024-01-15T00:23:10,230.0,10.66,0.95
2024-01-15T00:23:20,230.2,10.63,0.95
2024-01-15T00:23:30,230.0,10.6,0.95
2024-01-15T00:23:40,230.0,10.58,0.95
2024-01-15T00:23:50,230.0,10.56,0.95
2024-01-15T00:24:00,230.0,10.55,0.95
2024-01-15T00:24:10,230.0,10.54,0.95
2024-01-15T00:24:20,230.0,10.53,0.95
2024-01-15T00:24:30,230.0,10.52,0.95
2024-01-15T00:24:40,230.0,10.52,0.95
2024-01-15T00:24:50,230.0,10.87,0.95
2024-01-15T00:25:00,230.0,10.8,0.95
2024-01-15T00:25:10,230.1,10.74,0.95
2024-01-15T00:25:20,230.0,10.69,0.95
2024-01-15T00:25:30,230.0,10.86,0.95
2024-01-15T00:25:40,230.0,10.79,0.95
2024-01-15T00:25:50,230.0,10.73,0.95
2024-01-15T00:26:00,230.0,10.68,0.95
2024-01-15T00:26:10,230.0,10.64,0.95
2024-01-15T00:26:20,230.0,10.67,0.95
2024-01-15T00:26:30,230.0,10.64,0.95
2024-01-15T00:26:40,230.0,10.61,0.95
2024-01-15T00:26:50,230.0,10.59,0.95
2024-01-15T00:27:00,230.0,10.24,0.95
2024-01-15T00:27:10,230.0,10.29,0.95
2024-01-15T00:27:20,229.9,10.33,0.95
2024-01-15T00:27:30,230.0,10.36,0.95
2024-01-15T00:27:40,230.0,10.54,0.95
2024-01-15T00:27:50,230.0,10.13,0.95
2024-01-15T00:28:00,230.1,10.41,0.95
2024-01-15T00:28:10,229.8,10.43,0.95
2024-01-15T00:28:20,230.0,10.44,0.95
2024-01-15T00:28:30,230.0,10.83,0.95
2024-01-15T00:28:40,230.0,10.61,0.95
2024-01-15T00:28:50,230.0,10.59,0.95
2024-01-15T00:29:00,230.0,10.56,0.95
2024-01-15T00:29:10,230.0,10.55,0.95
2024-01-15T00:29:20,229.1,10.54,0.95
2024-01-15T00:29:30,229.8,10.36,0.95
2024-01-15T00:29:40,230.0,10.39,0.95
2024-01-15T00:29:50,230.0,10.41,0.95
2024-01-15T00:30:00,230.0,10.08,0.95
2024-01-15T00:30:10,230.0,10.18,0.95
2024-01-15T00:30:20,230.0,10.24,0.95
2024-01-15T00:30:30,230.0,10.29,0.95
2024-01-15T00:30:40,230.0,10.07,0.95
2024-01-15T00:30:50,230.0,10.16,0.95
2024-01-15T00:31:00,230.0,10.48,0.95
2024-01-15T00:31:10,230.0,10.21,0.95
2024-01-15T00:31:20,230.0,10.27,0.95
2024-01-15T00:31:30,230.0,10.32,0.95
2024-01-15T00:31:40,230.0,10.48,0.95
2024-01-15T00:31:50,230.0,10.48,0.95
2024-01-15T00:32:00,230.0,10.48,0.95
2024-01-15T00:32:10,230.0,10.78,0.95
2024-01-15T00:32:20,229.9,10.72,0.95
2024-01-15T00:32:30,230.0,10.68,0.95
2024-01-15T00:32:40,229.7,11.08,0.95
2024-01-15T00:32:50,230.0,10.96,0.95
2024-01-15T00:33:00,229.9,11.26,0.95
2024-01-15T00:33:10,230.0,11.11,0.95
2024-01-15T00:33:20,230.0,10.99,0.95
2024-01-15T00:33:30,230.0,10.4,0.95
2024-01-15T00:33:40,230.0,10.42,0.95
2024-01-15T00:33:50,230.0,10.44,0.95
2024-01-15T00:34:00,230.0,10.45,0.95
2024-01-15T00:34:10,230.0,10.46,0.95
2024-01-15T00:34:20,230.0,10.92,0.95
2024-01-15T00:34:30,230.0,10.4,0.95
2024-01-15T00:34:40,229.1,10.42,0.95
2024-01-15T00:34:50,230.0,10.44,0.95
2024-01-15T00:35:00,229.8,10.45,0.95
2024-01-15T00:35:10,230.0,10.46,0.95
2024-01-15T00:35:20,230.0,10.47,0.95
2024-01-15T00:35:30,230.0,10.24,0.95
2024-01-15T00:35:40,230.0,10.21,0.95
2024-01-15T00:35:50,230.0,10.27,0.95
2024-01-15T00:36:00,230.0,10.32,0.95
2024-01-15T00:36:10,230.1,10.36,0.95
2024-01-15T00:36:20,230.0,10.39,0.95
2024-01-15T00:36:30,230.0,10.41,0.95
2024-01-15T00:36:40,230.0,10.43,0.95
2024-01-15T00:36:50,230.0,10.44,0.95
2024-01-15T00:37:00,230.0,10.45,0.95
2024-01-15T00:37:10,230.0,10.46,0.95
2024-01-15T00:37:20,229.0,10.2,0.95
2024-01-15T00:37:30,230.2,10.16,0.95
2024-01-15T00:37:40,230.0,10.23,0.95
2024-01-15T00:37:50,230.0,10.28,0.95
2024-01-15T00:38:00,230.0,10.32,0.95
2024-01-15T00:38:10,230.0,10.36,0.95
2024-01-15T00:38:20,230.0,10.39,0.95
2024-01-15T00:38:30,230.0,10.41,0.95
2024-01-15T00:38:40,230.0,10.76,0.95
2024-01-15T00:38:50,230.0,10.71,0.95
2024-01-15T00:39:00,229.8,10.25,0.95
2024-01-15T00:39:10,230.0,10.3,0.95
2024-01-15T00:39:20,230.0,10.34,0.95
2024-01-15T00:39:30,230.0,10.34,0.95
2024-01-15T00:39:40,230.0,10.37,0.95
2024-01-15T00:39:50,230.0,10.1,0.95
2024-01-15T00:40:00,230.0,9.87,0.95
2024-01-15T00:40:10,230.0,10.0,0.95
2024-01-15T00:40:20,230.0,10.1,0.95
2024-01-15T00:40:30,230.0,10.18,0.95
2024-01-15T00:40:40,230.0,10.24,0.95
2024-01-15T00:40:50,230.0,10.29,0.95
2024-01-15T00:41:00,230.0,10.33,0.95
2024-01-15T00:41:10,230.0,9.94,0.95
2024-01-15T00:41:20,230.0,10.05,0.95
2024-01-15T00:41:30,230.0,10.14,0.95
2024-01-15T00:41:40,230.1,10.21,0.95
2024-01-15T00:41:50,230.0,10.59,0.95
2024-01-15T00:42:00,230.1,10.39,0.95
2024-01-15T00:42:10,230.0,10.89,0.95
2024-01-15T00:42:20,230.0,10.95,0.95
2024-01-15T00:42:30,230.0,10.86,0.95
2024-01-15T00:42:40,230.0,11.0,0.95
2024-01-15T00:42:50,230.0,10.59,0.95
2024-01-15T00:43:00,230.0,10.57,0.95
2024-01-15T00:43:10,230.0,10.56,0.95
2024-01-15T00:43:20,230.0,10.55,0.95
2024-01-15T00:43:30,229.9,10.54,0.95
2024-01-15T00:43:40,230.0,10.73,0.95
2024-01-15T00:43:50,230.0,10.68,0.95
2024-01-15T00:44:00,230.0,10.27,0.95
2024-01-15T00:44:10,230.0,10.32,0.95
2024-01-15T00:44:20,230.0,10.36,0.95
2024-01-15T00:44:30,230.0,10.39,0.95
2024-01-15T00:44:40,230.0,10.41,0.95
2024-01-15T00:44:50,230.0,10.13,0.95
2024-01-15T00:45:00,230.0,10.2,0.95
2024-01-15T00:45:10,230.0,10.26,0.95
2024-01-15T00:45:20,230.0,10.31,0.95
2024-01-15T00:45:30,230.0,10.41,0.95
2024-01-15T00:45:40,230.0,10.43,0.95
2024-01-15T00:45:50,230.0,10.44,0.95
2024-01-15T00:46:00,230.0,10.91,0.95
2024-01-15T00:46:10,230.0,10.83,0.95
2024-01-15T00:46:20,230.0,10.76,0.95
2024-01-15T00:46:30,230.0,10.71,0.95
2024-01-15T00:46:40,230.0,10.92,0.95
2024-01-15T00:46:50,230.0,10.84,0.95
2024-01-15T00:47:00,230.0,10.77,0.95
2024-01-15T00:47:10,230.0,10.34,0.95
2024-01-15T00:47:20,230.0,10.35,0.95
2024-01-15T00:47:30,230.0,10.38,0.95
2024-01-15T00:47:40,230.0,10.4,0.95
2024-01-15T00:47:50,230.0,10.42,0.95
2024-01-15T00:48:00,230.0,10.44,0.95
2024-01-15T00:48:10,230.0,10.95,0.95
2024-01-15T00:48:20,230.0,10.86,0.95
2024-01-15T00:48:30,230.0,10.79,0.95
2024-01-15T00:48:40,230.0,10.73,0.95
2024-01-15T00:48:50,230.0,10.68,0.95
2024-01-15T00:49:00,230.0,10.64,0.95
2024-01-15T00:49:10,230.0,10.61,0.95
2024-01-15T00:49:20,230.1,10.59,0.95
2024-01-15T00:49:30,230.0,10.57,0.95
2024-01-15T00:49:40,230.0,10.47,0.95
2024-01-15T00:49:50,230.0,10.48,0.95
2024-01-15T00:50:00,230.0,10.48,0.95
2024-01-15T00:50:10,230.0,10.48,0.95
2024-01-15T00:50:20,230.0,10.48,0.95
2024-01-15T00:50:30,230.0,10.0,0.95
2024-01-15T00:50:40,230.0,10.1,0.95
2024-01-15T00:50:50,230.0,10.18,0.95
2024-01-15T00:51:00,230.0,9.96,0.95
2024-01-15T00:51:10,230.0,10.07,0.95
2024-01-15T00:51:20,230.0,10.47,0.95
2024-01-15T00:51:30,230.0,10.59,0.95
2024-01-15T00:51:40,230.0,10.47,0.95
2024-01-15T00:51:50,230.0,10.48,0.95
2024-01-15T00:52:00,230.0,10.94,0.95
2024-01-15T00:52:10,230.0,10.85,0.95
2024-01-15T00:52:20,230.0,11.12,0.95
2024-01-15T00:52:30,230.0,11.08,0.95
2024-01-15T00:52:40,230.0,10.96,0.95
2024-01-15T00:52:50,230.0,10.87,0.95
2024-01-15T00:53:00,230.0,10.8,0.95
2024-01-15T00:53:10,230.0,10.74,0.95
2024-01-15T00:53:20,230.0,10.77,0.95
2024-01-15T00:53:30,229.9,10.72,0.95
2024-01-15T00:53:40,230.0,10.55,0.95
2024-01-15T00:53:50,230.0,10.54,0.95
2024-01-15T00:54:00,230.0,10.53,0.95
2024-01-15T00:54:10,230.0,10.52,0.95
2024-01-15T00:54:20,230.0,10.52,0.95
2024-01-15T00:54:30,230.0,10.78,0.95
2024-01-15T00:54:40,230.0,10.72,0.95
2024-01-15T00:54:50,230.0,10.68,0.95
2024-01-15T00:55:00,230.0,10.64,0.95
2024-01-15T00:55:10,230.0,10.61,0.95
2024-01-15T00:55:20,230.0,10.59,0.95
2024-01-15T00:55:30,230.0,10.57,0.95
2024-01-15T00:55:40,230.0,10.56,0.95
2024-01-15T00:55:50,230.0,10.55,0.95
2024-01-15T00:56:00,230.0,10.54,0.95
2024-01-15T00:56:10,230.0,10.85,0.95
2024-01-15T00:56:20,230.0,10.78,0.95
2024-01-15T00:56:30,230.2,10.89,0.95
2024-01-15T00:56:40,230.0,10.81,0.95
2024-01-15T00:56:50,230.0,10.33,0.95
2024-01-15T00:57:00,230.0,10.36,0.95
2024-01-15T00:57:10,230.0,10.39,0.95
2024-01-15T00:57:20,229.8,10.41,0.95
2024-01-15T00:57:30,230.0,10.43,0.95
2024-01-15T00:57:40,230.0,10.44,0.95
2024-01-15T00:57:50,229.8,10.45,0.95
2024-01-15T00:58:00,230.0,10.73,0.95
2024-01-15T00:58:10,230.0,10.75,0.95
2024-01-15T00:58:20,230.0,10.7,0.95
2024-01-15T00:58:30,230.0,10.66,0.95
2024-01-15T00:58:40,230.0,10.63,0.95
2024-01-15T00:58:50,230.0,10.98,0.95
2024-01-15T00:59:00,230.0,10.88,0.95
2024-01-15T00:59:10,230.0,10.8,0.95
2024-01-15T00:59:20,230.0,10.74,0.95
2024-01-15T00:59:30,230.0,10.69,0.95
2024-01-15T00:59:40,230.0,10.65,0.95
2024-01-15T00:59:50,230.0,10.78,0.95
2024-01-15T01:00:00,230.0,10.72,0.95
2024-01-15T01:00:10,230.0,10.68,0.95
2024-01-15T01:00:20,230.0,10.64,0.95
2024-01-15T01:00:30,229.9,10.61,0.95
2024-01-15T01:00:40,230.0,10.59,0.95
2024-01-15T01:00:50,230.0,10.57,0.95
2024-01-15T01:01:00,230.0,10.13,0.95
2024-01-15T01:01:10,230.0,10.2,0.95
2024-01-15T01:01:20,230.0,10.26,0.95
2024-01-15T01:01:30,230.0,10.31,0.95
2024-01-15T01:01:40,230.1,10.24,0.95
2024-01-15T01:01:50,230.0,10.29,0.95
2024-01-15T01:02:00,230.0,10.33,0.95
2024-01-15T01:02:10,230.0,10.36,0.95
2024-01-15T01:02:20,230.0,10.39,0.95
2024-01-15T01:02:30,230.0,10.41,0.95
2024-01-15T01:02:40,230.0,10.43,0.95
2024-01-15T01:02:50,230.0,10.44,0.95
2024-01-15T01:03:00,230.0,10.45,0.95
2024-01-15T01:03:10,230.0,10.46,0.95
2024-01-15T01:03:20,230.0,10.66,0.95
2024-01-15T01:03:30,230.0,10.63,0.95
2024-01-15T01:03:40,230.0,10.33,0.95
2024-01-15T01:03:50,230.0,10.36,0.95
2024-01-15T01:04:00,230.0,10.39,0.95
2024-01-15T01:04:10,230.0,10.5,0.95
2024-01-15T01:04:20,230.0,10.5,0.95
2024-01-15T01:04:30,230.0,10.5,0.95
2024-01-15T01:04:40,230.0,10.5,0.95
2024-01-15T01:04:50,230.0,10.14,0.95
2024-01-15T01:05:00,230.0,10.21,0.95
2024-01-15T01:05:10,229.9,10.27,0.95
2024-01-15T01:05:20,230.0,9.93,0.95
2024-01-15T01:05:30,230.0,10.15,0.95
2024-01-15T01:05:40,230.0,10.22,0.95
2024-01-15T01:05:50,230.1,10.43,0.95
2024-01-15T01:06:00,230.0,10.44,0.95
2024-01-15T01:06:10,230.0,10.45,0.95
2024-01-15T01:06:20,230.0,10.46,0.95
2024-01-15T01:06:30,230.0,10.47,0.95
2024-01-15T01:06:40,230.0,10.48,0.95
2024-01-15T01:06:50,230.0,10.2,0.95
2024-01-15T01:07:00,230.0,10.67,0.95
2024-01-15T01:07:10,230.0,10.64,0.95
2024-01-15T01:07:20,230.0,10.61,0.95
2024-01-15T01:07:30,230.0,10.63,0.95
2024-01-15T01:07:40,230.0,10.59,0.95
2024-01-15T01:07:50,230.0,10.57,0.95
2024-01-15T01:08:00,230.0,10.74,0.95
2024-01-15T01:08:10,230.0,10.69,0.95
2024-01-15T01:08:20,230.0,10.65,0.95
2024-01-15T01:08:30,230.0,10.45,0.95
2024-01-15T01:08:40,230.0,10.46,0.95
2024-01-15T01:08:50,229.8,10.95,0.95
2024-01-15T01:09:00,230.0,10.86,0.95
2024-01-15T01:09:10,230.0,10.79,0.95
2024-01-15T01:09:20,230.0,11.1,0.95
2024-01-15T01:09:30,230.0,10.98,0.95
2024-01-15T01:09:40,230.0,10.88,0.95
2024-01-15T01:09:50,230.0,10.62,0.95
2024-01-15T01:10:00,230.0,10.6,0.95
2024-01-15T01:10:10,230.0,11.06,0.95
2024-01-15T01:10:20,230.0,10.95,0.95
2024-01-15T01:10:30,230.0,10.86,0.95
2024-01-15T01:10:40,230.0,10.84,0.95
2024-01-15T01:10:50,230.0,10.77,0.95
2024-01-15T01:11:00,230.0,10.72,0.95
2024-01-15T01:11:10,230.0,10.68,0.95
2024-01-15T01:11:20,230.0,10.64,0.95
2024-01-15T01:11:30,230.2,10.61,0.95
2024-01-15T01:11:40,230.0,10.59,0.95
2024-01-15T01:11:50,230.0,10.57,0.95
2024-01-15T01:12:00,230.0,10.35,0.95
2024-01-15T01:12:10,230.0,10.38,0.95
2024-01-15T01:12:20,230.0,10.4,0.95
2024-01-15T01:12:30,230.0,10.42,0.95
2024-01-15T01:12:40,229.9,10.16,0.95
2024-01-15T01:12:50,230.0,10.23,0.95
2024-01-15T01:13:00,230.2,10.28,0.95
2024-01-15T01:13:10,230.0,10.14,0.95
2024-01-15T01:13:20,230.0,10.21,0.95
2024-01-15T01:13:30,230.0,10.27,0.95
2024-01-15T01:13:40,230.0,10.32,0.95
2024-01-15T01:13:50,230.0,10.36,0.95
2024-01-15T01:14:00,230.0,10.39,0.95
2024-01-15T01:14:10,230.0,10.41,0.95
2024-01-15T01:14:20,230.0,10.43,0.95
2024-01-15T01:14:30,230.0,9.96,0.95
2024-01-15T01:14:40,230.0,10.07,0.95
2024-01-15T01:14:50,230.2,10.16,0.95
2024-01-15T01:15:00,230.0,10.23,0.95
2024-01-15T01:15:10,230.2,10.28,0.95
2024-01-15T01:15:20,230.0,10.02,0.95
2024-01-15T01:15:30,230.4,10.12,0.95
2024-01-15T01:15:40,230.0,9.74,0.95
2024-01-15T01:15:50,230.0,9.89,0.95
2024-01-15T01:16:00,230.0,10.01,0.95
2024-01-15T01:16:10,230.0,10.27,0.95
2024-01-15T01:16:20,230.1,10.32,0.95
2024-01-15T01:16:30,230.0,10.36,0.95
2024-01-15T01:16:40,230.0,10.39,0.95
2024-01-15T01:16:50,230.0,10.41,0.95
2024-01-15T01:17:00,230.0,10.43,0.95
2024-01-15T01:17:10,230.0,10.44,0.95
2024-01-15T01:17:20,230.0,10.45,0.95
2024-01-15T01:17:30,230.0,10.46,0.95
2024-01-15T01:17:40,230.0,10.05,0.95
2024-01-15T01:17:50,230.0,10.14,0.95
2024-01-15T01:18:00,230.0,10.21,0.95
2024-01-15T01:18:10,230.0,10.62,0.95
2024-01-15T01:18:20,230.0,10.6,0.95
2024-01-15T01:18:30,230.0,10.58,0.95
2024-01-15T01:18:40,230.0,10.56,0.95
2024-01-15T01:18:50,230.1,10.55,0.95
2024-01-15T01:19:00,230.0,10.54,0.95
2024-01-15T01:19:10,230.0,10.53,0.95
2024-01-15T01:19:20,230.0,10.52,0.95
2024-01-15T01:19:30,230.1,10.55,0.95
2024-01-15T01:19:40,230.0,10.46,0.95
2024-01-15T01:19:50,230.0,10.47,0.95
2024-01-15T01:20:00,230.0,10.48,0.95
2024-01-15T01:20:10,230.0,10.48,0.95
2024-01-15T01:20:20,230.0,10.48,0.95
2024-01-15T01:20:30,230.0,10.48,0.95
2024-01-15T01:20:40,230.0,10.48,0.95
2024-01-15T01:20:50,230.0,10.81,0.95
2024-01-15T01:21:00,230.0,10.75,0.95
2024-01-15T01:21:10,230.0,10.7,0.95
2024-01-15T01:21:20,230.0,10.66,0.95
2024-01-15T01:21:30,230.0,10.63,0.95
2024-01-15T01:21:40,230.0,10.6,0.95
2024-01-15T01:21:50,230.0,10.58,0.95
2024-01-15T01:22:00,230.0,10.56,0.95
2024-01-15T01:22:10,230.0,10.55,0.95
2024-01-15T01:22:20,230.1,10.66,0.95
2024-01-15T01:22:30,230.0,10.63,0.95
2024-01-15T01:22:40,230.0,10.91,0.95
2024-01-15T01:22:50,230.0,10.83,0.95
2024-01-15T01:23:00,229.9,10.76,0.95
2024-01-15T01:23:10,230.0,10.71,0.95
2024-01-15T01:23:20,230.0,10.67,0.95
2024-01-15T01:23:30,230.0,10.64,0.95
2024-01-15T01:23:40,230.0,10.78,0.95
2024-01-15T01:23:50,230.0,10.57,0.95
2024-01-15T01:24:00,230.0,10.56,0.95
2024-01-15T01:24:10,230.2,10.55,0.95
2024-01-15T01:24:20,230.0,10.96,0.95
2024-01-15T01:24:30,230.0,10.87,0.95
2024-01-15T01:24:40,230.0,10.96,0.95
2024-01-15T01:24:50,230.0,10.87,0.95
2024-01-15T01:25:00,230.0,10.8,0.95
2024-01-15T01:25:10,230.0,11.1,0.95
2024-01-15T01:25:20,230.0,10.98,0.95
2024-01-15T01:25:30,230.0,10.88,0.95
2024-01-15T01:25:40,230.0,10.8,0.95
2024-01-15T01:25:50,230.0,10.74,0.95
2024-01-15T01:26:00,230.0,10.69,0.95
2024-01-15T01:26:10,230.0,10.65,0.95
2024-01-15T01:26:20,230.0,10.24,0.95
2024-01-15T01:26:30,230.0,10.63,0.95
2024-01-15T01:26:40,230.0,10.87,0.95
2024-01-15T01:26:50,230.0,10.62,0.95
2024-01-15T01:27:00,229.7,10.6,0.95
2024-01-15T01:27:10,230.0,10.58,0.95
2024-01-15T01:27:20,230.0,10.5,0.95
2024-01-15T01:27:30,230.0,10.5,0.95
2024-01-15T01:27:40,230.0,10.5,0.95
2024-01-15T01:27:50,230.0,10.5,0.95
2024-01-15T01:28:00,230.0,10.5,0.95
2024-01-15T01:28:10,229.8,10.5,0.95
2024-01-15T01:28:20,230.0,10.5,0.95
2024-01-15T01:28:30,230.0,10.1,0.95
2024-01-15T01:28:40,230.0,10.18,0.95
2024-01-15T01:28:50,230.0,10.24,0.95
2024-01-15T01:29:00,230.0,10.29,0.95
2024-01-15T01:29:10,230.0,10.33,0.95
2024-01-15T01:29:20,230.0,10.73,0.95
2024-01-15T01:29:30,230.0,10.68,0.95
2024-01-15T01:29:40,230.0,10.64,0.95
2024-01-15T01:29:50,230.0,10.14,0.95
2024-01-15T01:30:00,230.0,10.21,0.95
2024-01-15T01:30:10,230.0,10.76,0.95
2024-01-15T01:30:20,230.0,10.28,0.95
2024-01-15T01:30:30,230.0,10.32,0.95
2024-01-15T01:30:40,230.2,10.36,0.95
2024-01-15T01:30:50,230.0,10.74,0.95
2024-01-15T01:31:00,230.0,10.99,0.95
2024-01-15T01:31:10,230.0,10.89,0.95
2024-01-15T01:31:20,230.0,10.71,0.95
2024-01-15T01:31:30,230.0,10.28,0.95
2024-01-15T01:31:40,230.0,10.32,0.95
2024-01-15T01:31:50,230.0,10.36,0.95
2024-01-15T01:32:00,230.0,10.39,0.95
2024-01-15T01:32:10,230.0,10.72,0.95
2024-01-15T01:32:20,230.0,10.68,0.95
2024-01-15T01:32:30,230.0,10.64,0.95
2024-01-15T01:32:40,230.0,10.61,0.95
2024-01-15T01:32:50,230.0,10.21,0.95
